Emotion,File_Path
angry,Dataset/RAVDESS_Demo\Actor_07\03-01-05-02-02-02-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-01-06-01-01-01-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-01-06-01-01-02-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-01-06-01-02-01-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-01-06-01-02-02-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-01-06-02-01-01-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-01-06-02-01-02-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-01-06-02-02-01-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-01-06-02-02-02-07.wav
disgust,Dataset/RAVDESS_Demo\Actor_07\03-01-07-01-01-01-07.wav
disgust,Dataset/RAVDESS_Demo\Actor_07\03-01-07-01-01-02-07.wav
disgust,Dataset/RAVDESS_Demo\Actor_07\03-01-07-01-02-01-07.wav
disgust,Dataset/RAVDESS_Demo\Actor_07\03-01-07-01-02-02-07.wav
disgust,Dataset/RAVDESS_Demo\Actor_07\03-01-07-02-01-01-07.wav
disgust,Dataset/RAVDESS_Demo\Actor_07\03-01-07-02-01-02-07.wav
disgust,Dataset/RAVDESS_Demo\Actor_07\03-01-07-02-02-01-07.wav
disgust,Dataset/RAVDESS_Demo\Actor_07\03-01-07-02-02-02-07.wav
surprise,Dataset/RAVDESS_Demo\Actor_07\03-01-08-01-01-01-07.wav
surprise,Dataset/RAVDESS_Demo\Actor_07\03-01-08-01-01-02-07.wav
surprise,Dataset/RAVDESS_Demo\Actor_07\03-01-08-01-02-01-07.wav
surprise,Dataset/RAVDESS_Demo\Actor_07\03-01-08-01-02-02-07.wav
surprise,Dataset/RAVDESS_Demo\Actor_07\03-01-08-02-01-01-07.wav
surprise,Dataset/RAVDESS_Demo\Actor_07\03-01-08-02-01-02-07.wav
surprise,Dataset/RAVDESS_Demo\Actor_07\03-01-08-02-02-01-07.wav
surprise,Dataset/RAVDESS_Demo\Actor_07\03-01-08-02-02-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-01-01-01-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-01-01-01-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-01-01-02-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-01-01-02-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-02-01-01-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-02-01-01-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-02-01-02-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-02-01-02-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-02-02-01-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-02-02-01-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-02-02-02-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-02-02-02-02-02-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-02-03-01-01-01-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-02-03-01-01-02-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-02-03-01-02-01-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-02-03-01-02-02-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-02-03-02-01-01-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-02-03-02-01-02-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-02-03-02-02-01-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-02-03-02-02-02-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-02-04-01-01-01-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-02-04-01-01-02-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-02-04-01-02-01-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-02-04-01-02-02-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-02-04-02-01-01-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-02-04-02-01-02-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-02-04-02-02-01-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-02-04-02-02-02-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-02-05-01-01-01-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-02-05-01-01-02-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-02-05-01-02-01-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-02-05-01-02-02-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-02-05-02-01-01-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-02-05-02-01-02-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-02-05-02-02-01-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-02-05-02-02-02-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-02-06-01-01-01-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-02-06-01-01-02-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-02-06-01-02-01-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-02-06-01-02-02-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-02-06-02-01-01-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-02-06-02-01-02-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-02-06-02-02-01-07.wav
fear,Dataset/RAVDESS_Demo\Actor_07\03-02-06-02-02-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-01-01-01-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-01-01-01-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-01-01-02-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-01-01-02-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-02-01-01-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-02-01-01-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-02-01-02-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-02-01-02-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-02-02-01-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-02-02-01-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-02-02-02-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-01-02-02-02-02-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-01-03-01-01-01-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-01-03-01-01-02-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-01-03-01-02-01-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-01-03-01-02-02-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-01-03-02-01-01-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-01-03-02-01-02-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-01-03-02-02-01-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-01-03-02-02-02-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-01-04-01-01-01-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-01-04-01-01-02-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-01-04-01-02-01-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-01-04-01-02-02-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-01-04-02-01-01-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-01-04-02-01-02-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-01-04-02-02-01-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-01-04-02-02-02-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-01-05-01-01-01-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-01-05-01-01-02-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-01-05-01-02-01-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-01-05-01-02-02-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-01-05-02-01-01-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-01-05-02-01-02-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-01-05-02-02-01-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-01-05-02-02-02-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-01-06-01-01-01-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-01-06-01-01-02-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-01-06-01-02-01-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-01-06-01-02-02-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-01-06-02-01-01-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-01-06-02-01-02-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-01-06-02-02-01-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-01-06-02-02-02-08.wav
disgust,Dataset/RAVDESS_Demo\Actor_08\03-01-07-01-01-01-08.wav
disgust,Dataset/RAVDESS_Demo\Actor_08\03-01-07-01-01-02-08.wav
disgust,Dataset/RAVDESS_Demo\Actor_08\03-01-07-01-02-01-08.wav
disgust,Dataset/RAVDESS_Demo\Actor_08\03-01-07-01-02-02-08.wav
disgust,Dataset/RAVDESS_Demo\Actor_08\03-01-07-02-01-01-08.wav
disgust,Dataset/RAVDESS_Demo\Actor_08\03-01-07-02-01-02-08.wav
disgust,Dataset/RAVDESS_Demo\Actor_08\03-01-07-02-02-01-08.wav
disgust,Dataset/RAVDESS_Demo\Actor_08\03-01-07-02-02-02-08.wav
surprise,Dataset/RAVDESS_Demo\Actor_08\03-01-08-01-01-01-08.wav
surprise,Dataset/RAVDESS_Demo\Actor_08\03-01-08-01-01-02-08.wav
surprise,Dataset/RAVDESS_Demo\Actor_08\03-01-08-01-02-01-08.wav
surprise,Dataset/RAVDESS_Demo\Actor_08\03-01-08-01-02-02-08.wav
surprise,Dataset/RAVDESS_Demo\Actor_08\03-01-08-02-01-01-08.wav
surprise,Dataset/RAVDESS_Demo\Actor_08\03-01-08-02-01-02-08.wav
surprise,Dataset/RAVDESS_Demo\Actor_08\03-01-08-02-02-01-08.wav
surprise,Dataset/RAVDESS_Demo\Actor_08\03-01-08-02-02-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-01-01-01-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-01-01-01-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-01-01-02-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-01-01-02-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-02-01-01-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-02-01-01-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-02-01-02-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-02-01-02-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-02-02-01-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-02-02-01-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-02-02-02-01-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_08\03-02-02-02-02-02-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-02-03-01-01-01-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-02-03-01-01-02-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-02-03-01-02-01-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-02-03-01-02-02-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-02-03-02-01-01-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-02-03-02-01-02-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-02-03-02-02-01-08.wav
happy,Dataset/RAVDESS_Demo\Actor_08\03-02-03-02-02-02-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-02-04-01-01-01-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-02-04-01-01-02-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-02-04-01-02-01-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-02-04-01-02-02-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-02-04-02-01-01-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-02-04-02-01-02-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-02-04-02-02-01-08.wav
sad,Dataset/RAVDESS_Demo\Actor_08\03-02-04-02-02-02-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-02-05-01-01-01-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-02-05-01-01-02-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-02-05-01-02-01-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-02-05-01-02-02-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-02-05-02-01-01-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-02-05-02-01-02-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-02-05-02-02-01-08.wav
angry,Dataset/RAVDESS_Demo\Actor_08\03-02-05-02-02-02-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-02-06-01-01-01-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-02-06-01-01-02-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-02-06-01-02-01-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-02-06-01-02-02-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-02-06-02-01-01-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-02-06-02-01-02-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-02-06-02-02-01-08.wav
fear,Dataset/RAVDESS_Demo\Actor_08\03-02-06-02-02-02-08.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-01-01-01-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-01-01-01-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-01-01-02-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-01-01-02-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-02-01-01-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-02-01-01-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-02-01-02-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-02-01-02-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-02-02-01-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-02-02-01-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-02-02-02-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-01-02-02-02-02-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-01-03-01-01-01-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-01-03-01-01-02-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-01-03-01-02-01-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-01-03-01-02-02-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-01-03-02-01-01-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-01-03-02-01-02-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-01-03-02-02-01-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-01-03-02-02-02-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-01-04-01-01-01-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-01-04-01-01-02-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-01-04-01-02-01-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-01-04-01-02-02-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-01-04-02-01-01-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-01-04-02-01-02-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-01-04-02-02-01-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-01-04-02-02-02-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-01-05-01-01-01-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-01-05-01-01-02-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-01-05-01-02-01-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-01-05-01-02-02-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-01-05-02-01-01-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-01-05-02-01-02-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-01-05-02-02-01-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-01-05-02-02-02-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-01-06-01-01-01-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-01-06-01-01-02-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-01-06-01-02-01-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-01-06-01-02-02-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-01-06-02-01-01-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-01-06-02-01-02-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-01-06-02-02-01-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-01-06-02-02-02-09.wav
disgust,Dataset/RAVDESS_Demo\Actor_09\03-01-07-01-01-01-09.wav
disgust,Dataset/RAVDESS_Demo\Actor_09\03-01-07-01-01-02-09.wav
disgust,Dataset/RAVDESS_Demo\Actor_09\03-01-07-01-02-01-09.wav
disgust,Dataset/RAVDESS_Demo\Actor_09\03-01-07-01-02-02-09.wav
disgust,Dataset/RAVDESS_Demo\Actor_09\03-01-07-02-01-01-09.wav
disgust,Dataset/RAVDESS_Demo\Actor_09\03-01-07-02-01-02-09.wav
disgust,Dataset/RAVDESS_Demo\Actor_09\03-01-07-02-02-01-09.wav
disgust,Dataset/RAVDESS_Demo\Actor_09\03-01-07-02-02-02-09.wav
surprise,Dataset/RAVDESS_Demo\Actor_09\03-01-08-01-01-01-09.wav
surprise,Dataset/RAVDESS_Demo\Actor_09\03-01-08-01-01-02-09.wav
surprise,Dataset/RAVDESS_Demo\Actor_09\03-01-08-01-02-01-09.wav
surprise,Dataset/RAVDESS_Demo\Actor_09\03-01-08-01-02-02-09.wav
surprise,Dataset/RAVDESS_Demo\Actor_09\03-01-08-02-01-01-09.wav
surprise,Dataset/RAVDESS_Demo\Actor_09\03-01-08-02-01-02-09.wav
surprise,Dataset/RAVDESS_Demo\Actor_09\03-01-08-02-02-01-09.wav
surprise,Dataset/RAVDESS_Demo\Actor_09\03-01-08-02-02-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-01-01-01-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-01-01-01-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-01-01-02-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-01-01-02-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-02-01-01-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-02-01-01-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-02-01-02-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-02-01-02-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-02-02-01-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-02-02-01-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-02-02-02-01-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_09\03-02-02-02-02-02-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-02-03-01-01-01-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-02-03-01-01-02-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-02-03-01-02-01-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-02-03-01-02-02-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-02-03-02-01-01-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-02-03-02-01-02-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-02-03-02-02-01-09.wav
happy,Dataset/RAVDESS_Demo\Actor_09\03-02-03-02-02-02-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-02-04-01-01-01-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-02-04-01-01-02-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-02-04-01-02-01-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-02-04-01-02-02-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-02-04-02-01-01-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-02-04-02-01-02-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-02-04-02-02-01-09.wav
sad,Dataset/RAVDESS_Demo\Actor_09\03-02-04-02-02-02-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-02-05-01-01-01-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-02-05-01-01-02-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-02-05-01-02-01-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-02-05-01-02-02-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-02-05-02-01-01-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-02-05-02-01-02-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-02-05-02-02-01-09.wav
angry,Dataset/RAVDESS_Demo\Actor_09\03-02-05-02-02-02-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-02-06-01-01-01-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-02-06-01-01-02-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-02-06-01-02-01-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-02-06-01-02-02-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-02-06-02-01-01-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-02-06-02-01-02-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-02-06-02-02-01-09.wav
fear,Dataset/RAVDESS_Demo\Actor_09\03-02-06-02-02-02-09.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-01-01-01-01-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-01-01-01-02-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-01-01-02-01-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-01-01-02-02-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-02-01-01-01-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-02-01-01-02-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-02-01-02-01-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-02-01-02-02-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-02-02-01-01-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-02-02-01-02-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-02-02-02-01-10.wav
neutral,Dataset/RAVDESS_Demo\Actor_10\03-01-02-02-02-02-10.wav
happy,Dataset/RAVDESS_Demo\Actor_10\03-01-03-01-01-01-10.wav
happy,Dataset/RAVDESS_Demo\Actor_10\03-01-03-01-01-02-10.wav
happy,Dataset/RAVDESS_Demo\Actor_10\03-01-03-01-02-01-10.wav
happy,Dataset/RAVDESS_Demo\Actor_10\03-01-03-01-02-02-10.wav
happy,Dataset/RAVDESS_Demo\Actor_10\03-01-03-02-01-01-10.wav
happy,Dataset/RAVDESS_Demo\Actor_10\03-01-03-02-01-02-10.wav
happy,Dataset/RAVDESS_Demo\Actor_10\03-01-03-02-02-01-10.wav
happy,Dataset/RAVDESS_Demo\Actor_10\03-01-03-02-02-02-10.wav
sad,Dataset/RAVDESS_Demo\Actor_10\03-01-04-01-01-01-10.wav
sad,Dataset/RAVDESS_Demo\Actor_10\03-01-04-01-01-02-10.wav
sad,Dataset/RAVDESS_Demo\Actor_10\03-01-04-01-02-01-10.wav
sad,Dataset/RAVDESS_Demo\Actor_10\03-01-04-01-02-02-10.wav
sad,Dataset/RAVDESS_Demo\Actor_10\03-01-04-02-01-01-10.wav
sad,Dataset/RAVDESS_Demo\Actor_10\03-01-04-02-01-02-10.wav
sad,Dataset/RAVDESS_Demo\Actor_10\03-01-04-02-02-01-10.wav
sad,Dataset/RAVDESS_Demo\Actor_10\03-01-04-02-02-02-10.wav
angry,Dataset/RAVDESS_Demo\Actor_10\03-01-05-01-01-01-10.wav
angry,Dataset/RAVDESS_Demo\Actor_10\03-01-05-01-01-02-10.wav
angry,Dataset/RAVDESS_Demo\Actor_10\03-01-05-01-02-01-10.wav
angry,Dataset/RAVDESS_Demo\Actor_10\03-01-05-01-02-02-10.wav
angry,Dataset/RAVDESS_Demo\Actor_10\03-01-05-02-01-01-10.wav
angry,Dataset/RAVDESS_Demo\Actor_10\03-01-05-02-01-02-10.wav
angry,Dataset/RAVDESS_Demo\Actor_10\03-01-05-02-02-01-10.wav
angry,Dataset/RAVDESS_Demo\Actor_10\03-01-05-02-02-02-10.wav
fear,Dataset/RAVDESS_Demo\Actor_10\03-01-06-01-01-01-10.wav
fear,Dataset/RAVDESS_Demo\Actor_10\03-01-06-01-01-02-10.wav
fear,Dataset/RAVDESS_Demo\Actor_10\03-01-06-01-02-01-10.wav
fear,Dataset/RAVDESS_Demo\Actor_10\03-01-06-01-02-02-10.wav
fear,Dataset/RAVDESS_Demo\Actor_10\03-01-06-02-01-01-10.wav
fear,Dataset/RAVDESS_Demo\Actor_10\03-01-06-02-01-02-10.wav
fear,Dataset/RAVDESS_Demo\Actor_10\03-01-06-02-02-01-10.wav
fear,Dataset/RAVDESS_Demo\Actor_10\03-01-06-02-02-02-10.wav
disgust,Dataset/RAVDESS_Demo\Actor_10\03-01-07-01-01-01-10.wav
disgust,Dataset/RAVDESS_Demo\Actor_10\03-01-07-01-01-02-10.wav
disgust,Dataset/RAVDESS_Demo\Actor_10\03-01-07-01-02-01-10.wav
disgust,Dataset/RAVDESS_Demo\Actor_10\03-01-07-01-02-02-10.wav
disgust,Dataset/RAVDESS_Demo\Actor_10\03-01-07-02-01-01-10.wav
disgust,Dataset/RAVDESS_Demo\Actor_10\03-01-07-02-01-02-10.wav
disgust,Dataset/RAVDESS_Demo\Actor_10\03-01-07-02-02-01-10.wav
disgust,Dataset/RAVDESS_Demo\Actor_10\03-01-07-02-02-02-10.wav
surprise,Dataset/RAVDESS_Demo\Actor_10\03-01-08-01-01-01-10.wav
